"﻿VIODESCRIPTION",LOCATIONDESC1,ISSUEDATE,ISSUETIME,ObjectId,lat,lon
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 515 CURRAN PL,1/2/2020,23:16,74,43.58611,-79.646422
PARKING VEHICLE FACING WRONG DIRECTION,DUBONET DR,1/2/2020,23:20,75,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 4011 BRICKSTONE MEWS,1/2/2020,23:20,76,43.5854498,-79.6469177
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,20/50 MISSISSAUGA VALLEY BLVD,1/2/2020,23:52,77,43.599351,-79.6233279
PARKING VEHICLE IN PROHIBITED AREA,NR 5410 TASHA DR,1/3/2020,1:51,78,43.5464862,-79.7417963
PARKING VEHICLE IN PROHIBITED AREA,NR 5410 TASHA DR,1/3/2020,1:51,79,43.5464862,-79.7417963
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,425 RATHBURN RD W,1/3/2020,1:54,80,43.5979293,-79.642907
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 1753 FOLKWAY DR,1/3/2020,2:12,81,43.5526941,-79.6824975
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2300 FOLKWAY DR,1/3/2020,2:15,82,43.55424301243532,-79.6906549416075
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 100 BONHAM BLVD,1/3/2020,2:18,83,43.57730503809524,-79.72171531904762
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 461 MALAGA RD,1/3/2020,2:26,84,43.5812509,-79.6427276
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5879 COSMIC CRES,1/3/2020,2:27,85,43.6204114,-79.6611893
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,85 BRISTOL RD E,1/3/2020,2:27,86,43.6156365,-79.662141
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,4950 RATHKEALE ROAD,1/3/2020,2:29,87,43.576662,-79.683274
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,85 BRISTOL RD E,1/3/2020,2:30,88,43.6156365,-79.662141
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5344 LONGHORN TR,1/3/2020,2:31,89,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5344 LONGHORN TR,1/3/2020,2:32,90,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 4962 ROSEBUSH RD,1/3/2020,2:41,91,43.57301449090909,-79.67739314545454
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR720 AVONWICK AVE,1/3/2020,2:41,92,43.6087693,-79.6836089
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 4728 ROSEBUSH RD,1/3/2020,2:46,93,43.57132561629505,-79.67951720245232
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR876 OASIS DR,1/3/2020,2:47,94,43.5961109,-79.6818494
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 4728 ROSEBUSH RD,1/3/2020,2:47,95,43.57132561629505,-79.67951720245232
PARKING HEAVY VEHICLE IN RESIDENTIAL ZONE,OPP5414 BELLAGGIO CRES,1/3/2020,2:51,96,43.5950694,-79.6829509
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 5098 NESTLING GROVE,1/3/2020,2:52,97,43.54890182333471,-79.72210356713222
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 5124 NESTLING GROVE,1/3/2020,2:57,98,43.54928484459298,-79.72284145684445
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,339 RATHBURN RD W,1/3/2020,2:58,99,43.5979293,-79.642907
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 5178 NESTLING GROVE,1/3/2020,3:00,100,43.550279320608986,-79.7242723924511
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,ARISTA WAY,1/3/2020,4:20,101,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,ARISTA WAY,1/3/2020,4:21,102,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 1315 PLAYFORD RD,1/3/2020,4:22,103,43.506641599999995,-79.64809021124148
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 1327 PLAYFORD RD,1/3/2020,4:24,104,43.50690135,-79.64778929319168
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 1327 PLAYFORD RD,1/3/2020,4:25,105,43.50690135,-79.64778929319168
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR 3985 MAYLA DR,1/3/2020,4:25,106,43.54189696774194,-79.74175067741935
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,5050 INTREPID DR,1/3/2020,4:27,107,43.53721980719136,-79.73240336219477
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 5371 LONGFORD DR,1/3/2020,4:28,108,43.543644,-79.740719
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,75 EGLINTON AVE W,1/3/2020,4:31,109,43.60608965,-79.65481509097131
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:33,110,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:34,111,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:35,112,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:35,113,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:36,114,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:37,115,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLECREEK RD,1/3/2020,4:37,116,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,LITTLE CREEK RD,1/3/2020,4:38,117,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,BLOOMINGTON CRES,1/3/2020,4:41,118,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 3842 BLOOMINGTON CRES,1/3/2020,4:44,119,43.549780556918044,-79.75290814786307
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 3885 DUKE OF YORK BLVD,1/3/2020,4:48,120,43.5877208,-79.640322
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,86 JOYMAR DR,1/3/2020,4:48,121,43.579047,-79.718009
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE NOT WITHIN TH,NR 3885 DUKE OF YORK BLVD,1/3/2020,4:50,122,43.5877208,-79.640322
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,86 JOYMAR DR,1/3/2020,4:51,123,43.579047,-79.718009
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5033 FOUR SPRINGS AVE,1/3/2020,4:51,124,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5033 FOUR SPRINGS AVE,1/3/2020,4:52,125,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5033 FOUR SPRINGS AVE,1/3/2020,4:52,126,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5033 FOUR SPRINGS AVE,1/3/2020,4:53,127,,
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR5033 FOUR SPRINGS AVE,1/3/2020,4:54,128,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,86 JOYMAR DR,1/3/2020,4:54,129,43.579047,-79.718009
PARKING VEHICLE WITHIN 3 METRES OF A FIRE HYDRANT,NR5033 FOUR SPRINGS AVE,1/3/2020,4:55,130,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,86 JOYMAR DR,1/3/2020,4:58,131,43.579047,-79.718009
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,86 JOYMAR DR,1/3/2020,5:00,132,43.579047,-79.718009
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2670 BATTLEFORD RD,1/3/2020,5:21,133,43.58498686736217,-79.74684203710119
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,3342 REDPATH CIR,1/3/2020,5:32,134,43.5846065,-79.7783295
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,7204 DEANLEE CRT,1/3/2020,5:38,135,43.58403876470588,-79.77995452941177
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,3434 REDPATH CIR,1/3/2020,5:42,136,43.58310875,-79.77995875
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/3/2020,7:09,137,43.586963,-79.643277
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/3/2020,7:12,138,43.586963,-79.643277
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,310 BURNHAMTHORPE RD W,1/3/2020,7:46,139,43.586963,-79.643277
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1370 SILVER SPEAR RD,1/3/2020,7:52,140,43.6187153,-79.6001611
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1370 SILVER SPEAR RD,1/3/2020,7:53,141,43.6187153,-79.6001611
PARKING VEHICLE IN PROHIBITED AREA,NR 1370 SILVER SPEAR RD,1/3/2020,7:55,142,43.6187153,-79.6001611
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1370 SILVER SPEAR RD,1/3/2020,7:56,143,43.6187153,-79.6001611
PARKING VEHICLE IN PROHIBITED AREA,OPP 233 QUEEN ST S,1/3/2020,8:03,144,43.5806151,-79.7120228
PARKING ON A DESIGNATED FIRE ROUTE,345 HUNTINGTON RIDGE DR,1/3/2020,8:07,145,43.59667125,-79.65775813607827
PARKING VEHICLE IN PROHIBITED AREA,NR 3515 HAVENWOOD DR,1/3/2020,8:07,146,43.6213482,-79.5946026
PARKING ON A DESIGNATED FIRE ROUTE,345 HUNTINGTON RIDGE DR,1/3/2020,8:08,147,43.59667125,-79.65775813607827
PARKING VEHICLE WITHIN 3 METRES OF A FIRE HYDRANT,HAVENWOOD DR,1/3/2020,8:11,148,,
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 133 VISTA DR,1/3/2020,8:17,149,43.5751106,-79.7194057
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,GRIPSHOLM RD,1/3/2020,8:19,150,,
PARKING ON A DESIGNATED FIRE ROUTE,350 WEBB DR,1/2/2020,11:13,151,43.5854137,-79.6416092
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,SHELTER BAY RD,1/2/2020,18:23,152,,
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR 4273 RADISSON CRES,1/2/2020,11:15,153,43.554857909249264,-79.70185377319575
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR6780 FORMENTERA AVE,1/2/2020,18:27,154,43.5859493,-79.7626641
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1812 BURNHAMTHORPE RD E,1/2/2020,11:17,155,43.6310619,-79.5920994
PARKING ON A DESIGNATED FIRE ROUTE,NR 70 ABSOLUTE AVE,1/2/2020,18:28,156,43.5949509,-79.6343208
PARKING VEHICLE IN PROHIBITED AREA,MATTHEWS GATE,1/2/2020,11:19,157,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,50 ABSOLUTE AVE,1/2/2020,18:35,158,43.5948729,-79.6357407
PARKING ON A DESIGNATED FIRE ROUTE,50 ABSOLUTE AVE,1/2/2020,11:24,159,43.5948729,-79.6357407
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,50 ABSOLUTE AVE,1/2/2020,18:37,160,43.5948729,-79.6357407
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,7155 MAGISTRATE TERR,1/2/2020,11:26,161,43.6343298,-79.7216036
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,50 ABSOLUTE AVE,1/2/2020,18:38,162,43.5948729,-79.6357407
PARKING ON A DESIGNATED FIRE ROUTE,50 ABSOLUTE AVE,1/2/2020,11:26,163,43.5948729,-79.6357407
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,50 ABSOLUTE AVE,1/2/2020,18:40,164,43.5948729,-79.6357407
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,3600 COLONIAL DR,1/2/2020,11:41,165,43.525616393122476,-79.70438478780821
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR3040 WORKMAN DR,1/2/2020,18:42,166,43.5675129,-79.7428508
PARKING VEHICLE IN PROHIBITED AREA,NR 5379 TENTH LINE W,1/2/2020,12:13,167,43.5541762,-79.7351834
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,60 ABSOLUTE AVE,1/2/2020,18:44,168,43.5944133,-79.6351262
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,3239 WOLFEDALE RD,1/2/2020,12:16,169,43.56776110831344,-79.64265351207665
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,TENTH LINE W,1/2/2020,18:48,170,,
